what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863309078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863330401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863340621
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1326863344859
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1326863344900
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1326863344918
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1326863344934
started,bundle,org.eclipse.dltk.core.manipulation,3.0.0.v20110609-1525,"org.eclipse.dltk.core.manipulation",1326863345466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863345981
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1326863346034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1326863346034
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1326863362017
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863369027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863387611
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326863410487
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863415406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863419390
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1326863419441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1326863419442
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1326863421976
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r37,"com.google.gwt.eclipse.DevModeView",1326863422413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863424347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863425176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863428264
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326863438772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863438819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863444054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863447518
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1326863447582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1326863447582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863449420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863489380
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1326863494797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1326863521982
activated,editor,com.google.gwt.eclipse.core,2.5.0.v201112160242-rel-r37,"com.google.gwt.eclipse.core.editors.cssResourceEditor",1326863524558
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1326863526527
activated,view,com.google.gwt.eclipse.oophm,2.5.0.v201112160242-rel-r37,"com.google.gwt.eclipse.DevModeView",1326863526977
activated,editor,com.google.gwt.eclipse.core,2.5.0.v201112160242-rel-r37,"com.google.gwt.eclipse.core.editors.cssResourceEditor",1326863532411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1326863548353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863552347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863555021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1326863567091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863567644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863571389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863572899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863588705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1326863599084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863600039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863602050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1326863603666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1326863608284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863609162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863610712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1326863615919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863617489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863711446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1326863726971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326863727606
