what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326843208791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326843308373
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326843311527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326843315243
started,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1326843318141
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1326843318288
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1326843318342
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1326843318409
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1326843318433
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1326843319839
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1326843319917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1326843326402
executed,command,com.google.gdt.eclipse.suite,2.5.0.v201112160242-rel-r37,"com.google.gdt.eclipse.suite.GDTPulldown",1326843328016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326843330312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326843331556
executed,command,com.google.appengine.eclipse.core,2.5.0.v201112160242-rel-r37,"com.google.appengine.eclipse.core.deployToGoogle",1326843331804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326843331850
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326843333561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326843334856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326843349863
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1326843353171
